Module,Name,Status,Severity,Timestamp,Explanation,Recommendation
Tasks,\Microsoft\Office\Office Feature Updates,Ready,unknown,2025-09-25T06:43:21.107643,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Office\Office Feature Updates,Ready,unknown,2025-09-25T06:43:21.107651,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Office\Office Feature Updates Logon,Ready,unknown,2025-09-25T06:43:21.107659,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Office\Office Feature Updates Logon,Ready,unknown,2025-09-25T06:43:21.107667,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.107675,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.107682,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.107690,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319,Ready,unknown,2025-09-25T06:43:21.107697,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64,Ready,unknown,2025-09-25T06:43:21.107704,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical,Disabled,unknown,2025-09-25T06:43:21.107712,Scheduled task \Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical status is Disabled.,Manual review recommended
Tasks,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical,Disabled,unknown,2025-09-25T06:43:21.107720,Scheduled task \Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical status is Disabled.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.107728,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\AccountHealth\RecoverabilityToastTask,Ready,unknown,2025-09-25T06:43:21.107735,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.107743,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated),Disabled,unknown,2025-09-25T06:43:21.107750,Scheduled task \Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated) status is Disabled.,Manual review recommended
Tasks,\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated),Disabled,unknown,2025-09-25T06:43:21.107759,Scheduled task \Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated) status is Disabled.,Manual review recommended
Tasks,\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual),Ready,unknown,2025-09-25T06:43:21.107766,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.107774,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\AppID\PolicyConverter,Disabled,unknown,2025-09-25T06:43:21.107781,Scheduled task \Microsoft\Windows\AppID\PolicyConverter status is Disabled.,Manual review recommended
Tasks,\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck,Disabled,unknown,2025-09-25T06:43:21.107789,Scheduled task \Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck status is Disabled.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.107796,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\Application Experience\MareBackup,Ready,unknown,2025-09-25T06:43:21.107804,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser,Ready,unknown,2025-09-25T06:43:21.107811,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser Exp,Ready,unknown,2025-09-25T06:43:21.107819,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Application Experience\PcaPatchDbTask,Ready,unknown,2025-09-25T06:43:21.107827,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Application Experience\SdbinstMergeDbTask,Ready,unknown,2025-09-25T06:43:21.107835,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Application Experience\SdbinstMergeDbTask,Ready,unknown,2025-09-25T06:43:21.107842,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Application Experience\StartupAppTask,Ready,unknown,2025-09-25T06:43:21.107850,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.107858,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\ApplicationData\appuriverifierdaily,Ready,unknown,2025-09-25T06:43:21.107865,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\ApplicationData\appuriverifierinstall,Ready,unknown,2025-09-25T06:43:21.107873,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\ApplicationData\CleanupTemporaryState,Ready,unknown,2025-09-25T06:43:21.107880,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\ApplicationData\DsSvcCleanup,Ready,unknown,2025-09-25T06:43:21.107888,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.107895,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\AppListBackup\Backup,Ready,unknown,2025-09-25T06:43:21.107903,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\AppListBackup\BackupNonMaintenance,Ready,unknown,2025-09-25T06:43:21.107911,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.107918,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup,Disabled,unknown,2025-09-25T06:43:21.107926,Scheduled task \Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup status is Disabled.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.107933,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\Autochk\Proxy,Ready,unknown,2025-09-25T06:43:21.107941,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.107948,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\BitLocker\BitLocker Encrypt All Drives,Ready,unknown,2025-09-25T06:43:21.107956,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\BitLocker\BitLocker MDM policy Refresh,Ready,unknown,2025-09-25T06:43:21.107964,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.107971,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\Bluetooth\UninstallDeviceTask,Ready,unknown,2025-09-25T06:43:21.107979,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.107986,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\BrokerInfrastructure\BgTaskRegistrationMaintenanceTask,Ready,unknown,2025-09-25T06:43:21.107993,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108001,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\capabilityaccessmanager\maintenancetasks,Ready,unknown,2025-09-25T06:43:21.108009,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108016,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\CertificateServicesClient\UserTask,Ready,unknown,2025-09-25T06:43:21.108024,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\CertificateServicesClient\UserTask,Ready,unknown,2025-09-25T06:43:21.108031,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\CertificateServicesClient\UserTask,Ready,unknown,2025-09-25T06:43:21.108038,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\CertificateServicesClient\UserTask,Ready,unknown,2025-09-25T06:43:21.108046,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Ready,unknown,2025-09-25T06:43:21.108054,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Ready,unknown,2025-09-25T06:43:21.108062,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108069,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\Chkdsk\ProactiveScan,Ready,unknown,2025-09-25T06:43:21.108076,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Chkdsk\SyspartRepair,Ready,unknown,2025-09-25T06:43:21.108084,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108092,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\CloudExperienceHost\CreateObjectTask,Ready,unknown,2025-09-25T06:43:21.108100,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108107,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\CloudRestore\Backup,Ready,unknown,2025-09-25T06:43:21.108114,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\CloudRestore\Backup,Ready,unknown,2025-09-25T06:43:21.108122,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\CloudRestore\Restore,Ready,unknown,2025-09-25T06:43:21.108129,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108137,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108144,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\ConsentUX\UnifiedConsent\UnifiedConsentSyncTask,Ready,unknown,2025-09-25T06:43:21.108151,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\ConsentUX\UnifiedConsent\UnifiedConsentSyncTask,Ready,unknown,2025-09-25T06:43:21.108158,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108166,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\Customer Experience Improvement Program\Consolidator,Ready,unknown,2025-09-25T06:43:21.108173,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip,Ready,unknown,2025-09-25T06:43:21.108181,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108188,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\Data Integrity Scan\Data Integrity Check And Scan,Ready,unknown,2025-09-25T06:43:21.108195,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Data Integrity Scan\Data Integrity Check And Scan,Ready,unknown,2025-09-25T06:43:21.108203,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan,Ready,unknown,2025-09-25T06:43:21.108211,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan for Crash Recovery,Ready,unknown,2025-09-25T06:43:21.108218,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108226,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\Defrag\ScheduledDefrag,Ready,unknown,2025-09-25T06:43:21.108233,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108241,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\Device Information\Device,Ready,unknown,2025-09-25T06:43:21.108248,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Device Information\Device,Ready,unknown,2025-09-25T06:43:21.108256,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Device Information\Device User,Ready,unknown,2025-09-25T06:43:21.108263,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108271,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\Device Setup\Driver Recovery on Reboot,Disabled,unknown,2025-09-25T06:43:21.108278,Scheduled task \Microsoft\Windows\Device Setup\Driver Recovery on Reboot status is Disabled.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108285,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner,Ready,unknown,2025-09-25T06:43:21.108293,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner,Ready,unknown,2025-09-25T06:43:21.108300,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner,Ready,unknown,2025-09-25T06:43:21.108308,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner,Ready,unknown,2025-09-25T06:43:21.108315,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Diagnosis\Scheduled,Ready,unknown,2025-09-25T06:43:21.108322,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Diagnosis\UnexpectedCodepath,Ready,unknown,2025-09-25T06:43:21.108330,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108337,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\DirectX\DirectXDatabaseUpdater,Ready,unknown,2025-09-25T06:43:21.108344,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\DirectX\DirectXDatabaseUpdater,Ready,unknown,2025-09-25T06:43:21.108352,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\DirectX\DXGIAdapterCache,Ready,unknown,2025-09-25T06:43:21.108359,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\DirectX\DXGIAdapterCache,Ready,unknown,2025-09-25T06:43:21.108367,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\DirectX\DXGIAdapterCache,Ready,unknown,2025-09-25T06:43:21.108374,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108382,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\DiskCleanup\SilentCleanup,Ready,unknown,2025-09-25T06:43:21.108389,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108397,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector,Disabled,unknown,2025-09-25T06:43:21.108404,Scheduled task \Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector status is Disabled.,Manual review recommended
Tasks,\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver,Disabled,unknown,2025-09-25T06:43:21.108412,Scheduled task \Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver status is Disabled.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108419,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\DiskFootprint\Diagnostics,Ready,unknown,2025-09-25T06:43:21.108426,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\DiskFootprint\StorageSense,Ready,unknown,2025-09-25T06:43:21.108434,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108442,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\DUSM\dusmtask,Ready,unknown,2025-09-25T06:43:21.108449,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108457,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\EDP\EDP App Launch Task,Ready,unknown,2025-09-25T06:43:21.108464,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\EDP\EDP Auth Task,Ready,unknown,2025-09-25T06:43:21.108471,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\EDP\EDP Inaccessible Credentials Task,Ready,unknown,2025-09-25T06:43:21.108479,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\EDP\StorageCardEncryption Task,Ready,unknown,2025-09-25T06:43:21.108486,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108493,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh,Ready,unknown,2025-09-25T06:43:21.108501,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh,Ready,unknown,2025-09-25T06:43:21.108508,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh,Ready,unknown,2025-09-25T06:43:21.108515,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108523,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108531,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\Feedback\Siuf\DmClient,Ready,unknown,2025-09-25T06:43:21.108538,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Feedback\Siuf\DmClientOnScenarioDownload,Ready,unknown,2025-09-25T06:43:21.108546,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108553,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\FileHistory\File History (maintenance mode),Ready,unknown,2025-09-25T06:43:21.108560,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108568,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108575,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\FeatureConfig\BootstrapUsageDataReporting,Disabled,unknown,2025-09-25T06:43:21.108582,Scheduled task \Microsoft\Windows\Flighting\FeatureConfig\BootstrapUsageDataReporting status is Disabled.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\FeatureConfig\GovernedFeatureUsageProcessing,Ready,unknown,2025-09-25T06:43:21.108590,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\FeatureConfig\ReconcileConfigs,Ready,unknown,2025-09-25T06:43:21.108597,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures,Ready,unknown,2025-09-25T06:43:21.108606,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures,Ready,unknown,2025-09-25T06:43:21.108613,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures,Ready,unknown,2025-09-25T06:43:21.108621,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures,Ready,unknown,2025-09-25T06:43:21.108628,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures,Ready,unknown,2025-09-25T06:43:21.108636,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures,Ready,unknown,2025-09-25T06:43:21.108643,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing,Ready,unknown,2025-09-25T06:43:21.108650,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing,Ready,unknown,2025-09-25T06:43:21.108658,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing,Ready,unknown,2025-09-25T06:43:21.108665,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\FeatureConfig\UsageDataReceiver,Ready,unknown,2025-09-25T06:43:21.108672,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\FeatureConfig\UsageDataReporting,Ready,unknown,2025-09-25T06:43:21.108680,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108687,Scheduled task TaskName status is Status.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\OneSettings\RefreshCache,Ready,unknown,2025-09-25T06:43:21.108694,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\OneSettings\RefreshCache,Ready,unknown,2025-09-25T06:43:21.108702,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,\Microsoft\Windows\Flighting\OneSettings\RefreshCache,Ready,unknown,2025-09-25T06:43:21.108709,Low-severity issue detected. No recommendation needed.,Manual review recommended
Tasks,TaskName,Status,unknown,2025-09-25T06:43:21.108718,Scheduled task TaskName status is Status.,Manual review recommended
