Module,Name,Status,Severity,Timestamp,Explanation,Recommendation
Services,FDResPub,Stopped,,2025-09-22T11:19:49.053309,"Service ""FDResPub"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,fhsvc,Stopped,,2025-09-22T11:19:49.053319,"Service ""fhsvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,FontCache,Running,,2025-09-22T11:19:49.053329,Service FontCache is Running.,Manual review recommended
Services,FrameServer,Stopped,,2025-09-22T11:19:49.053340,"Service ""FrameServer"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,FrameServerMonitor,Stopped,,2025-09-22T11:19:49.053354,"Service ""FrameServerMonitor"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,fussvc,Stopped,,2025-09-22T11:19:49.053391,"Service ""fussvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,GameInputSvc,Stopped,,2025-09-22T11:19:49.053447,"Service ""GameInputSvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,GoogleChromeElevationService,Stopped,,2025-09-22T11:19:49.053463,"Service ""GoogleChromeElevationService"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,GoogleUpdaterInternalService141.0.7376.0,Stopped,,2025-09-22T11:19:49.053476,"Service ""GoogleUpdaterInternalService141.0.7376.0"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,GoogleUpdaterService141.0.7376.0,Stopped,,2025-09-22T11:19:49.053487,"Service ""GoogleUpdaterService141.0.7376.0"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,gpsvc,Running,,2025-09-22T11:19:49.053500,Service gpsvc is Running.,Manual review recommended
Services,GraphicsPerfSvc,Stopped,,2025-09-22T11:19:49.053512,"Service ""GraphicsPerfSvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,hidserv,Stopped,,2025-09-22T11:19:49.053523,"Service ""hidserv"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,hns,Running,,2025-09-22T11:19:49.053555,Service hns is Running.,Manual review recommended
Services,HPAppHelperCap,Running,,2025-09-22T11:19:49.053567,Service HPAppHelperCap is Running.,Manual review recommended
Services,hpatchmon,Stopped,,2025-09-22T11:19:49.053580,"Service ""hpatchmon"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,HPDiagsCap,Running,,2025-09-22T11:19:49.053594,Service HPDiagsCap is Running.,Manual review recommended
Services,HPNetworkCap,Running,,2025-09-22T11:19:49.053607,Service HPNetworkCap is Running.,Manual review recommended
Services,HPSysInfoCap,Running,,2025-09-22T11:19:49.053618,Service HPSysInfoCap is Running.,Manual review recommended
Services,HpTouchpointAnalyticsService,Running,,2025-09-22T11:19:49.053632,Service HpTouchpointAnalyticsService is Running.,Manual review recommended
Services,HvHost,Running,,2025-09-22T11:19:49.053647,Service HvHost is Running.,Manual review recommended
Services,icssvc,Stopped,,2025-09-22T11:19:49.053661,"Service ""icssvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,igccservice,Running,,2025-09-22T11:19:49.053675,Service igccservice is Running.,Manual review recommended
Services,igfxCUIService2.0.0.0,Running,,2025-09-22T11:19:49.053688,Service igfxCUIService2.0.0.0 is Running.,Manual review recommended
Services,IKEEXT,Stopped,,2025-09-22T11:19:49.053701,"Service ""IKEEXT"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,InstallService,Running,,2025-09-22T11:19:49.053712,Service InstallService is Running.,Manual review recommended
Services,Intel(R) TPM Provisioning Service,Stopped,,2025-09-22T11:19:49.053725,"Service ""Intel(R) TPM Provisioning Service"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,IntelAudioService,Running,,2025-09-22T11:19:49.053736,Service IntelAudioService is Running.,Manual review recommended
Services,InventorySvc,Running,,2025-09-22T11:19:49.053744,Service InventorySvc is Running.,Manual review recommended
Services,iphlpsvc,Running,,2025-09-22T11:19:49.053753,Service iphlpsvc is Running.,Manual review recommended
Services,IpOverUsbSvc,Running,,2025-09-22T11:19:49.053761,Service IpOverUsbSvc is Running.,Manual review recommended
Services,IpxlatCfgSvc,Stopped,,2025-09-22T11:19:49.053769,"Service ""IpxlatCfgSvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,jhi_service,Running,,2025-09-22T11:19:49.053776,Service jhi_service is Running.,Manual review recommended
Services,KeyIso,Running,,2025-09-22T11:19:49.053784,Service KeyIso is Running.,Manual review recommended
Services,KtmRm,Stopped,,2025-09-22T11:19:49.053792,"Service ""KtmRm"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,LanmanServer,Running,,2025-09-22T11:19:49.053800,Service LanmanServer is Running.,Manual review recommended
Services,LanmanWorkstation,Running,,2025-09-22T11:19:49.053807,Service LanmanWorkstation is Running.,Manual review recommended
Services,lfsvc,Running,,2025-09-22T11:19:49.053815,Service lfsvc is Running.,Manual review recommended
Services,LicenseManager,Running,,2025-09-22T11:19:49.053823,Service LicenseManager is Running.,Manual review recommended
Services,lltdsvc,Stopped,,2025-09-22T11:19:49.053831,"Service ""lltdsvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,lmhosts,Running,,2025-09-22T11:19:49.053838,Service lmhosts is Running.,Manual review recommended
Services,LocalKdc,Stopped,,2025-09-22T11:19:49.053847,"Service ""LocalKdc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,LSM,Running,,2025-09-22T11:19:49.053855,Service LSM is Running.,Manual review recommended
Services,LxpSvc,Stopped,,2025-09-22T11:19:49.053863,"Service ""LxpSvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,MapsBroker,Stopped,,2025-09-22T11:19:49.053871,"Service ""MapsBroker"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,McmSvc,Stopped,,2025-09-22T11:19:49.053878,"Service ""McmSvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,McpManagementService,Stopped,,2025-09-22T11:19:49.053885,"Service ""McpManagementService"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,MDCoreSvc,Stopped,,2025-09-22T11:19:49.053893,"Service ""MDCoreSvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,MicrosoftEdgeElevationService,Stopped,,2025-09-22T11:19:49.053902,"Service ""MicrosoftEdgeElevationService"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,MouseWithoutBordersSvc,Stopped,,2025-09-22T11:19:49.053969,"Service ""MouseWithoutBordersSvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,mpssvc,Running,,2025-09-22T11:19:49.053977,Service mpssvc is Running.,Manual review recommended
Services,MSDTC,Stopped,,2025-09-22T11:19:49.053985,"Service ""MSDTC"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,MSiSCSI,Stopped,,2025-09-22T11:19:49.053993,"Service ""MSiSCSI"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,msiserver,Stopped,,2025-09-22T11:19:49.054001,"Service ""msiserver"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,MuseAuthService,Running,,2025-09-22T11:19:49.054009,Service MuseAuthService is Running.,Manual review recommended
Services,MuseHubUpdaterService,Stopped,,2025-09-22T11:19:49.054017,"Service ""MuseHubUpdaterService"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,NaturalAuthentication,Running,,2025-09-22T11:19:49.054025,Service NaturalAuthentication is Running.,Manual review recommended
Services,NcaSvc,Stopped,,2025-09-22T11:19:49.054034,"Service ""NcaSvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,NcbService,Running,,2025-09-22T11:19:49.054041,Service NcbService is Running.,Manual review recommended
Services,NcdAutoSetup,Stopped,,2025-09-22T11:19:49.054049,"Service ""NcdAutoSetup"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,Netlogon,Stopped,,2025-09-22T11:19:49.054063,"Service ""Netlogon"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,Netman,Stopped,,2025-09-22T11:19:49.054071,"Service ""Netman"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,netprofm,Running,,2025-09-22T11:19:49.054079,Service netprofm is Running.,Manual review recommended
Services,NetSetupSvc,Stopped,,2025-09-22T11:19:49.054087,"Service ""NetSetupSvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,NetTcpPortSharing,Stopped,,2025-09-22T11:19:49.054095,"Service ""NetTcpPortSharing"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,NgcCtnrSvc,Stopped,,2025-09-22T11:19:49.054103,"Service ""NgcCtnrSvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,NgcSvc,Stopped,,2025-09-22T11:19:49.054111,"Service ""NgcSvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,NlaSvc,Stopped,,2025-09-22T11:19:49.054119,"Service ""NlaSvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,nsi,Running,,2025-09-22T11:19:49.054127,Service nsi is Running.,Manual review recommended
Services,nvagent,Running,,2025-09-22T11:19:49.054135,Service nvagent is Running.,Manual review recommended
Services,ose,Stopped,,2025-09-22T11:19:49.054143,"Service ""ose"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,PcaSvc,Running,,2025-09-22T11:19:49.054151,Service PcaSvc is Running.,Manual review recommended
Services,perceptionsimulation,Stopped,,2025-09-22T11:19:49.054170,"Service ""perceptionsimulation"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,PerfHost,Stopped,,2025-09-22T11:19:49.054178,"Service ""PerfHost"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,PhoneSvc,Stopped,,2025-09-22T11:19:49.054186,"Service ""PhoneSvc"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,pla,Stopped,,2025-09-22T11:19:49.054194,"Service ""pla"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,PlugPlay,Running,,2025-09-22T11:19:49.054201,Service PlugPlay is Running.,Manual review recommended
Services,PolicyAgent,Stopped,,2025-09-22T11:19:49.054212,"Service ""PolicyAgent"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,Power,Running,,2025-09-22T11:19:49.054220,Service Power is Running.,Manual review recommended
Services,PrintDeviceConfigurationService,Stopped,,2025-09-22T11:19:49.054241,"Service ""PrintDeviceConfigurationService"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,PrintNotify,Stopped,,2025-09-22T11:19:49.054248,"Service ""PrintNotify"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,PrintScanBrokerService,Stopped,,2025-09-22T11:19:49.054256,"Service ""PrintScanBrokerService"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,ProfSvc,Running,,2025-09-22T11:19:49.054264,Service ProfSvc is Running.,Manual review recommended
Services,PushToInstall,Stopped,,2025-09-22T11:19:49.054272,"Service ""PushToInstall"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
Services,QHActiveDefense,Running,,2025-09-22T11:19:49.054280,Service QHActiveDefense is Running.,Manual review recommended
Services,QHProtected,Stopped,,2025-09-22T11:19:49.054288,"Service ""QHProtected"" is set to start automatically but is currently stopped.
Dependent features or applications may fail.",Check Event Viewer for error codes; restart the service if appropriate or change its Startup Type to Manual if it’s no longer needed.
